Gene.Ontology.ID,Function
GO:0042743,  hydrogen peroxide metabolic process  [isa: 0016999  0017144  0044237  0009987  0008150 ]
GO:0042737,  drug catabolic process  [isa: 0017144  0044237  0009987  0008150 ]
GO:0042816,  vitamin B6 metabolic process  [isa: 0017144  0044237  0009987  0008150 ]
GO:0045488,  pectin metabolic process  [isa: 0017144  0044237  0009987  0008150 ]
GO:0043603,  cellular amide metabolic process  [isa: 0034641  0044237  0009987  0008150 ]
GO:0044270,  cellular nitrogen compound catabolic process  [isa: 0034641  0044237  0009987  0008150 ]
GO:0044271,  cellular nitrogen compound biosynthetic process  [isa: 0034641  0044237  0009987  0008150 ]
GO:0042133,  neurotransmitter metabolic process  [isa: 0044237  0009987  0008150 ]
GO:0042135,  neurotransmitter catabolic process  [isa: 0042133  0044237  0009987  0008150 ]
GO:0042136,  neurotransmitter biosynthetic process  [isa: 0042133  0044237  0009987  0008150 ]
GO:1901661,  quinone metabolic process  [isa: 0042180  0044237  0009987  0008150 ]
GO:0043094,  cellular metabolic compound salvage  [isa: 0044237  0009987  0008150 ]
GO:0046700,  heterocycle catabolic process  [isa: 0044248  0044237  0009987  0008150 ]
GO:0051187,  cofactor catabolic process  [isa: 0044248  0044237  0009987  0008150 ]
GO:0008299,  isoprenoid biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0018130,  heterocycle biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0034645,  cellular macromolecule biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0045017,  glycerolipid biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0046467,  membrane lipid biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0051188,  cofactor biosynthetic process  [isa: 0044249  0044237  0009987  0008150 ]
GO:0006643,  membrane lipid metabolic process  [isa: 0044255  0044237  0009987  0008150 ]
GO:0006720,  isoprenoid metabolic process  [isa: 0044255  0044237  0009987  0008150 ]
GO:0008653,  lipopolysaccharide metabolic process  [isa: 0044255  0044237  0009987  0008150 ]
GO:0030258,  lipid modification  [isa: 0044255  0044237  0009987  0008150 ]
GO:0046486,  glycerolipid metabolic process  [isa: 0044255  0044237  0009987  0008150 ]
GO:0006259,  DNA metabolic process  [isa: 0044260  0044237  0009987  0008150 ]
GO:0044036,  cell wall macromolecule metabolic process  [isa: 0044260  0044237  0009987  0008150 ]
GO:0046483,  heterocycle metabolic process  [isa: 0044237  0009987  0008150 ]
GO:0046484,  oxazole or thiazole metabolic process  [isa: 0046483  0044237  0009987  0008150 ]
GO:0051186,  cofactor metabolic process  [isa: 0044237  0009987  0008150 ]
GO:0006732,  coenzyme metabolic process  [isa: 0051186  0044237  0009987  0008150 ]
GO:0051189,  prosthetic group metabolic process  [isa: 0051186  0044237  0009987  0008150 ]
GO:0072593,  reactive oxygen species metabolic process  [isa: 0044237  0009987  0008150 ]
GO:0006801,  superoxide metabolic process  [isa: 0072593  0044237  0009987  0008150 ]
GO:0044764,  multi-organism cellular process  [isa: 0009987  0008150 ]
GO:0000746,  conjugation  [isa: 0044764  0009987  0008150 ]
GO:0009292,  genetic transfer  [isa: 0044764  0009987  0008150 ]
GO:0009294,  DNA mediated transformation  [isa: 0009292  0044764  0009987  0008150 ]
GO:0042710,  biofilm formation  [isa: 0044764  0009987  0008150 ]
GO:0044010,  single-species biofilm formation  [isa: 0042710  0044764  0009987  0008150 ]
GO:0060274,  maintenance of stationary phase  [isa: 0044764  0009987  0008150 ]
GO:0048869,  cellular developmental process  [isa: 0009987  0008150 ]
GO:0051301,  cell division  [isa: 0009987  0008150 ]
GO:0051716,  cellular response to stimulus  [isa: 0009987  0008150 ]
GO:0033554,  cellular response to stress  [isa: 0051716  0009987  0008150 ]
GO:0006974,  cellular response to DNA damage stimulus  [isa: 0033554  0051716  0009987  0008150 ]
GO:0034599,  cellular response to oxidative stress  [isa: 0033554  0051716  0009987  0008150 ]
GO:0034605,  cellular response to heat  [isa: 0033554  0051716  0009987  0008150 ]
GO:0071470,  cellular response to osmotic stress  [isa: 0033554  0051716  0009987  0008150 ]
GO:1990451,  cellular stress response to acidic pH  [isa: 0033554  0051716  0009987  0008150 ]
GO:0070887,  cellular response to chemical stimulus  [isa: 0051716  0009987  0008150 ]
GO:0104004,  cellular response to environmental stimulus  [isa: 0051716  0009987  0008150 ]
GO:0071214,  cellular response to abiotic stimulus  [isa: 0104004  0051716  0009987  0008150 ]
GO:0071467,  cellular response to pH  [isa: 0071214  0104004  0051716  0009987  0008150 ]
GO:0071554,  cell wall organization or biogenesis  [isa: 0009987  0008150 ]
GO:0140352,  export from cell  [isa: 0009987  0008150 ]
GO:0032940,  secretion by cell  [isa: 0140352  0009987  0008150 ]
GO:0009306,  protein secretion  [isa: 0032940  0140352  0009987  0008150 ]
GO:0140115,  export across plasma membrane  [isa: 0140352  0009987  0008150 ]
GO:0032973,  amino acid export across plasma membrane  [isa: 0140115  0140352  0009987  0008150 ]
GO:0036376,  sodium ion export across plasma membrane  [isa: 0140115  0140352  0009987  0008150 ]
GO:1990961,  xenobiotic detoxification by transmembrane export across the plasma membrane  [isa: 0140115  0140352  0009987  0008150 ]
GO:1990748,  cellular detoxification  [isa: 0009987  0008150 ]
GO:0098869,  cellular oxidant detoxification  [isa: 1990748  0009987  0008150 ]
GO:0019430,  removal of superoxide radicals  [isa: 0098869  1990748  0009987  0008150 ]
GO:0110095,  cellular detoxification of aldehyde  [isa: 1990748  0009987  0008150 ]
GO:0015976,  carbon utilization  [isa: 0008150 ]
GO:0022414,  reproductive process  [isa: 0008150 ]
GO:0022610,  biological adhesion  [isa: 0008150 ]
GO:0007155,  cell adhesion  [isa: 0022610  0008150 ]
GO:0023052,  signaling  [isa: 0008150 ]
GO:0032502,  developmental process  [isa: 0008150 ]
GO:0009653,  anatomical structure morphogenesis  [isa: 0032502  0008150 ]
GO:0040011,  locomotion  [isa: 0008150 ]
GO:0042330,  taxis  [isa: 0040011  0008150 ]
GO:0006935,  chemotaxis  [isa: 0042330  0040011  0008150 ]
GO:0097588,  archaeal or bacterial-type flagellum-dependent cell motility  [isa: 0001539  0048870  0040011  0008150 ]
GO:0052192,  movement in environment of other organism involved in symbiotic interaction  [isa: 0040011  0008150 ]
GO:0052126,  movement in host environment  [isa: 0052192  0040011  0008150 ]
GO:0035890,  exit from host  [isa: 0052126  0052192  0040011  0008150 ]
GO:0035891,  exit from host cell  [isa: 0035890  0052126  0052192  0040011  0008150 ]
GO:0019076,  viral release from host cell  [isa: 0035891  0035890  0052126  0052192  0040011  0008150 ]
GO:0050896,  response to stimulus  [isa: 0008150 ]
GO:0006950,  response to stress  [isa: 0050896  0008150 ]
GO:0006952,  defense response  [isa: 0006950  0050896  0008150 ]
GO:0098542,  defense response to other organism  [isa: 0006952  0006950  0050896  0008150 ]
GO:0042742,  defense response to bacterium  [isa: 0098542  0006952  0006950  0050896  0008150 ]
GO:0099046,  clearance of foreign intracellular nucleic acids  [isa: 0006952  0006950  0050896  0008150 ]
GO:0006970,  response to osmotic stress  [isa: 0006950  0050896  0008150 ]
GO:0006972,  hyperosmotic response  [isa: 0006970  0006950  0050896  0008150 ]
GO:0006979,  response to oxidative stress  [isa: 0006950  0050896  0008150 ]
GO:0000302,  response to reactive oxygen species  [isa: 0006979  0006950  0050896  0008150 ]
GO:0009271,  phage shock  [isa: 0006950  0050896  0008150 ]
GO:0009408,  response to heat  [isa: 0006950  0050896  0008150 ]
GO:0009409,  response to cold  [isa: 0006950  0050896  0008150 ]
GO:0042594,  response to starvation  [isa: 0006950  0050896  0008150 ]
GO:0051409,  response to nitrosative stress  [isa: 0006950  0050896  0008150 ]
GO:0009605,  response to external stimulus  [isa: 0050896  0008150 ]
GO:0009991,  response to extracellular stimulus  [isa: 0009605  0050896  0008150 ]
GO:0031667,  response to nutrient levels  [isa: 0009991  0009605  0050896  0008150 ]
GO:0043207,  response to external biotic stimulus  [isa: 0009605  0050896  0008150 ]
GO:0051707,  response to other organism  [isa: 0043207  0009605  0050896  0008150 ]
GO:0009615,  response to virus  [isa: 0051707  0043207  0009605  0050896  0008150 ]
GO:0098586,  cellular response to virus  [isa: 0009615  0051707  0043207  0009605  0050896  0008150 ]
GO:0009617,  response to bacterium  [isa: 0051707  0043207  0009605  0050896  0008150 ]
GO:0071496,  cellular response to external stimulus  [isa: 0009605  0050896  0008150 ]
GO:0009607,  response to biotic stimulus  [isa: 0050896  0008150 ]
GO:0009595,  detection of biotic stimulus  [isa: 0009607  0050896  0008150 ]
GO:0060245,  detection of cell density  [isa: 0009595  0009607  0050896  0008150 ]
GO:0009628,  response to abiotic stimulus  [isa: 0050896  0008150 ]
GO:0009266,  response to temperature stimulus  [isa: 0009628  0050896  0008150 ]
GO:0009268,  response to pH  [isa: 0009628  0050896  0008150 ]
GO:0010447,  response to acidic pH  [isa: 0009268  0009628  0050896  0008150 ]
GO:0071468,  cellular response to acidic pH  [isa: 0010447  0009268  0009628  0050896  0008150 ]
GO:0042221,  response to chemical  [isa: 0050896  0008150 ]
GO:0009636,  response to toxic substance  [isa: 0042221  0050896  0008150 ]
GO:0010033,  response to organic substance  [isa: 0042221  0050896  0008150 ]
GO:0009743,  response to carbohydrate  [isa: 0010033  0042221  0050896  0008150 ]
GO:0034284,  response to monosaccharide  [isa: 0009743  0010033  0042221  0050896  0008150 ]
GO:0009746,  response to hexose  [isa: 0034284  0009743  0010033  0042221  0050896  0008150 ]
GO:0009750,  response to fructose  [isa: 0009746  0034284  0009743  0010033  0042221  0050896  0008150 ]
GO:1901654,  response to ketone  [isa: 0010033  0042221  0050896  0008150 ]
GO:0051595,  response to methylglyoxal  [isa: 1901654  0010033  0042221  0050896  0008150 ]
GO:0010035,  response to inorganic substance  [isa: 0042221  0050896  0008150 ]
GO:0010038,  response to metal ion  [isa: 0010035  0042221  0050896  0008150 ]
GO:0010045,  response to nickel cation  [isa: 0010038  0010035  0042221  0050896  0008150 ]
GO:0046690,  response to tellurium ion  [isa: 0010035  0042221  0050896  0008150 ]
GO:0046677,  response to antibiotic  [isa: 0042221  0050896  0008150 ]
GO:1901700,  response to oxygen-containing compound  [isa: 0042221  0050896  0008150 ]
GO:0051606,  detection of stimulus  [isa: 0050896  0008150 ]
GO:0051179,  localization  [isa: 0008150 ]
GO:0033036,  macromolecule localization  [isa: 0051179  0008150 ]
GO:0008104,  protein localization  [isa: 0033036  0051179  0008150 ]
GO:0034613,  cellular protein localization  [isa: 0008104  0033036  0051179  0008150 ]
GO:0033365,  protein localization to organelle  [isa: 0034613  0008104  0033036  0051179  0008150 ]
GO:0034067,  protein localization to Golgi apparatus  [isa: 0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0070972,  protein localization to endoplasmic reticulum  [isa: 0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0072599,  establishment of protein localization to endoplasmic reticulum  [isa: 0070972  0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0045047,  protein targeting to ER  [isa: 0072599  0070972  0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0006614,  SRP-dependent cotranslational protein targeting to membrane  [isa: 0045047  0072599  0070972  0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0072594,  establishment of protein localization to organelle  [isa: 0033365  0034613  0008104  0033036  0051179  0008150 ]
GO:0072657,  protein localization to membrane  [isa: 0034613  0008104  0033036  0051179  0008150 ]
GO:0044873,  lipoprotein localization to membrane  [isa: 0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0044874,  lipoprotein localization to outer membrane  [isa: 0044873  0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0090150,  establishment of protein localization to membrane  [isa: 0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0006612,  protein targeting to membrane  [isa: 0090150  0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0006613,  cotranslational protein targeting to membrane  [isa: 0006612  0090150  0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0051205,  protein insertion into membrane  [isa: 0090150  0072657  0034613  0008104  0033036  0051179  0008150 ]
GO:0044872,  lipoprotein localization  [isa: 0008104  0033036  0051179  0008150 ]
GO:0045184,  establishment of protein localization  [isa: 0008104  0033036  0051179  0008150 ]
GO:0071692,  protein localization to extracellular region  [isa: 0008104  0033036  0051179  0008150 ]
GO:0070727,  cellular macromolecule localization  [isa: 0033036  0051179  0008150 ]
GO:0051234,  establishment of localization  [isa: 0051179  0008150 ]
GO:0006810,  transport  [isa: 0051234  0051179  0008150 ]
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0006812,  cation transport  [isa: 0006811  0006810  0051234  0051179  0008150 ]
GO:0015672,  monovalent inorganic cation transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006813,  potassium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0071805,  potassium ion transmembrane transport  [isa: 0006813  0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006814,  sodium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0035725,  sodium ion transmembrane transport  [isa: 0006814  0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1902600,  proton transmembrane transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015990,  electron transport coupled proton transport  [isa: 1902600  0015672  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015695,  organic cation transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015697,  quaternary ammonium group transport  [isa: 0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015838,  amino-acid betaine transport  [isa: 0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015879,  carnitine transport  [isa: 0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1900749,   [isa: 0015879  0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1902270,   [isa: 1900749  0015879  0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1902603,  carnitine transmembrane transport  [isa: 0015879  0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0031460,  glycine betaine transport  [isa: 0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1900751,  4- [isa: 0015838  0015697  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015847,  putrescine transport  [isa: 0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015848,  spermidine transport  [isa: 0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1903711,  spermidine transmembrane transport  [isa: 0015848  0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0034229,  ethanolamine transport  [isa: 0015695  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015696,  ammonium transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0072488,  ammonium transmembrane transport  [isa: 0015696  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015809,  arginine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1903826,  arginine transmembrane transport  [isa: 0015809  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015821,  methionine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0048473,  D-methionine transport  [isa: 0015821  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015822,  ornithine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1903352,  L-ornithine transmembrane transport  [isa: 0015822  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015824,  proline transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015826,  threonine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0030001,  metal ion transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0000041,  transition metal ion transport  [isa: 0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006824,  cobalt ion transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006825,  copper ion transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006826,  iron ion transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0034755,  iron ion transmembrane transport  [isa: 0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0035351,  heme transmembrane transport  [isa: 0034755  0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0044718,  siderophore transmembrane transport  [isa: 0034755  0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1901678,  iron coordination entity transport  [isa: 0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015886,  heme transport  [isa: 1901678  0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015891,  siderophore transport  [isa: 1901678  0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0042930,  enterobactin transport  [isa: 0015891  1901678  0006826  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006829,  zinc ion transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0071577,  zinc ion transmembrane transport  [isa: 0006829  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015675,  nickel cation transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0035444,  nickel cation transmembrane transport  [isa: 0015675  0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0070838,  divalent metal ion transport  [isa: 0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0015693,  magnesium ion transport  [isa: 0070838  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:1903830,  magnesium ion transmembrane transport  [isa: 0015693  0070838  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0032328,  alanine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0032329,  serine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0042883,  cysteine transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0072511,  divalent inorganic cation transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0098655,  cation transmembrane transport  [isa: 0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0098662,  inorganic cation transmembrane transport  [isa: 0098655  0006812  0006811  0006810  0051234  0051179  0008150 ]
GO:0006820,  anion transport  [isa: 0006811  0006810  0051234  0051179  0008150 ]
GO:0015698,  inorganic anion transport  [isa: 0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0006817,  phosphate ion transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0035435,  phosphate ion transmembrane transport  [isa: 0006817  0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0006821,  chloride transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1902476,  chloride transmembrane transport  [isa: 0006821  0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0008272,  sulfate transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1902358,  sulfate transmembrane transport  [isa: 0008272  0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015689,  molybdate ion transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015706,  nitrate transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015707,  nitrite transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015709,  thiosulfate transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0098661,  inorganic anion transmembrane transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015711,  organic anion transport  [isa: 0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0001407,  glycerophosphodiester transmembrane transport  [isa: 0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015794,  glycerol-3-phosphate transmembrane transport  [isa: 0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015914,  phospholipid transport  [isa: 0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0051977,  lysophospholipid transport  [isa: 0015914  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0034635,  glutathione transport  [isa: 0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0034775,  glutathione transmembrane transport  [isa: 0034635  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0046942,  carboxylic acid transport  [isa: 0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0006835,  dicarboxylic acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015740,  C4-dicarboxylate transport  [isa: 0006835  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015810,  aspartate transmembrane transport  [isa: 0015740  0006835  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015813,  L-glutamate transmembrane transport  [isa: 0006835  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0000101,  sulfur amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0003333,  amino acid transmembrane transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1902475,  L-alpha-amino acid transmembrane transport  [isa: 0003333  0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1990822,  basic amino acid transmembrane transport  [isa: 0003333  0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015800,  acidic amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015801,  aromatic amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015802,  basic amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015803,  branched-chain amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015804,  neutral amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015807,  L-amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015812,  gamma-aminobutyric acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0042940,  D-amino acid transport  [isa: 0006865  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015718,  monocarboxylic acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0006846,  acetate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0035433,  acetate transmembrane transport  [isa: 0006846  0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015724,  formate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015727,  lactate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0035873,  lactate transmembrane transport  [isa: 0015727  0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015887,  pantothenate transmembrane transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0042873,  aldonate transmembrane transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0035429,  gluconate transmembrane transport  [isa: 0042873  0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0046411,  2-keto-3-deoxygluconate transmembrane transport  [isa: 0042873  0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0042919,  benzoate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1900754,  4-hydroxyphenylacetate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1900866,  glycolate transport  [isa: 0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0097339,  glycolate transmembrane transport  [isa: 1900866  0015718  0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0015739,  sialic acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:1905039,  carboxylic acid transmembrane transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0098656,  anion transmembrane transport  [isa: 0006820  0006811  0006810  0051234  0051179  0008150 ]
GO:0034220,  ion transmembrane transport  [isa: 0006811  0006810  0051234  0051179  0008150 ]
GO:0098660,  inorganic ion transmembrane transport  [isa: 0034220  0006811  0006810  0051234  0051179  0008150 ]
GO:0006836,  neurotransmitter transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0015669,  gas transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0015671,  oxygen transport  [isa: 0015669  0006810  0051234  0051179  0008150 ]
GO:0015893,  drug transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0042908,  xenobiotic transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0044766,  multi-organism transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0046903,  secretion  [isa: 0006810  0051234  0051179  0008150 ]
GO:0046907,  intracellular transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0051180,  vitamin transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0051181,  cofactor transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0055085,  transmembrane transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0071702,  organic substance transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0071705,  nitrogen compound transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0072348,  sulfur compound transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:1901998,  toxin transport  [isa: 0006810  0051234  0051179  0008150 ]
GO:0015031,  protein transport  [isa: 0045184  0051234  0051179  0008150 ]
GO:0035592,  establishment of protein localization to extracellular region  [isa: 0045184  0051234  0051179  0008150 ]
GO:0051641,  cellular localization  [isa: 0051179  0008150 ]
GO:0006886,  intracellular protein transport  [isa: 0046907  0051641  0051179  0008150 ]
GO:1902579,  multi-organism localization  [isa: 0051179  0008150 ]
GO:0042000,  translocation of peptides or proteins into host  [isa: 0044766  1902579  0051179  0008150 ]
GO:0051704,  multi-organism process  [isa: 0008150 ]
GO:0044419,  interspecies interaction between organisms  [isa: 0051704  0008150 ]
GO:0009405,  pathogenesis  [isa: 0044419  0051704  0008150 ]
GO:0035821,  modification of morphology or physiology of other organism  [isa: 0044419  0051704  0008150 ]
GO:0044364,  disruption of cells of other organism  [isa: 0035821  0044419  0051704  0008150 ]
GO:0051817,  modification of morphology or physiology of other organism involved in symbiotic interaction  [isa: 0035821  0044419  0051704  0008150 ]
GO:0044403,  symbiotic process  [isa: 0044419  0051704  0008150 ]
GO:0016032,  viral process  [isa: 0044403  0044419  0051704  0008150 ]
