"Gene.name","HeLa.S3.WT.00_h.R1","HeLa.S3.WT.00_h.R2","HeLa.S3.WT.00_h.R3","HeLa.S3.WT.02_h.R1","HeLa.S3.WT.02_h.R2","HeLa.S3.WT.02_h.R3","HeLa.S3.WT.04_h.R1","HeLa.S3.WT.04_h.R2","HeLa.S3.WT.04_h.R3","HeLa.S3.WT.08_h.R1","HeLa.S3.WT.08_h.R2","HeLa.S3.WT.08_h.R3","HeLa.S3.WT.16_h.R1","HeLa.S3.WT.16_h.R2","HeLa.S3.WT.16_h.R3","HeLa.S3.WT.24_h.R1","HeLa.S3.WT.24_h.R2","HeLa.S3.WT.24_h.R3"
"E1WAU3",7,14,12,13.5,15.5,6,20,41.5,19,23,74,43.5,69,86.5,55,48,63,73
"E1WAU4",29.5,35,33.5,5.5,17,11.5,28,43,18,28,76,40,74,71.5,49.5,143,156.5,224.5
"E1WAU5",81,121.5,94.5,14.5,30.5,22,47.5,83.5,38,42,107.5,83,115.5,147,102.5,275,305,373
"E1WAU6",38,61,27,13.5,20,7.5,19,27,9,9,15,28.5,19.5,18,31.5,64.5,100,125
"E1WAU7",5,4,5.5,0,1.5,0,2.5,5.5,1,3.5,4.5,6.5,9,9.5,12.5,51,53.5,62
"E1WAU9",126.5,174.5,189.5,11.5,11,7,17.5,23.5,10.5,18.5,34,18,49.5,58,41,148.5,171,181.5
"E1WAV0",25,38.5,40.5,0.5,3.5,5.5,7.5,12,2.5,8,20,8.5,25,30.5,22,58,66,84
"E1WAV1",30.5,47,50,2.5,2.5,3,5.5,4.5,4,2.5,9.5,7,28.5,27.5,24,124.5,129,170
"E1WAV2",24.5,26.5,30,3,8,0,10,15,8.5,12.5,15,12.5,18,27,20,54,56,61
"E1WAV3",13,12.5,8.5,1.5,4,0,0,1.5,2,3,3.5,7,7.5,5,5,55.5,52.5,77.5
"E1WAV4",2,6,4,0.5,0.5,1.5,1,1,0,0,1,3,3.5,6,5.5,18.5,24.5,30
"E1WAV6",2,5,3.5,0,1,0,0.5,0.5,0,0,2,2,3,6.5,4,21.5,29.5,28
"E1WAW0",7,10.5,6,1,1,1.5,1.5,1,0,1,4,3,5,6,6.5,29.5,34.5,39
"E1WAW1",1109.5,1210,1237.5,91.5,123,61,183,280,285,792,1309,263,1766,2135,1934,4024,4070.5,3507
"E1WAW2",3.5,2,2,1,1,0,4.5,5.5,2,4.5,8.5,3,8.5,9.5,6,18,22.5,31
"E1WAW3",2.5,3.5,3.5,0,1.5,0,0.5,1.5,0.5,0.5,3,0,5,11.5,4.5,32.5,20.5,25.5
"E1WAW4",2,2.5,4,0,1,0,1,2,0,1,4,1,4,8.5,3.5,23,26,34
"E1WAW5",3,1.5,1.5,0,0,2.5,0,0.5,0,0,1,1.5,5,2,4,27,25.5,20
"E1WAW8",0.5,2,2,1,0.5,0,0.5,3,0.5,3.5,3,0.5,2.5,3,3,20,20,31.5
"E1WAW9",0.5,1,4,0,2.5,0,1,1,0,0.5,2,2,2.5,4,6.5,42,41,56
"E1WAX0",25,33,41.5,1.5,5,2.5,3.5,6,1,1.5,9,11.5,24,24.5,45,164,180,226.5
"E1WAX1",46,53,46,6.5,8.5,1,11,18.5,3.5,7.5,16.5,9.5,23,34.5,24.5,81,102.5,100
"E1WAX2",30,37,34.5,3.5,4.5,0,6.5,9.5,2,3.5,10,6.5,14,13.5,14,31.5,38,43.5
